family,workflow_size,deadline_factor,sharing,deadline_mode,candidate_count,topology,metric,comparison,difference_direction,total_paired_seeds,analyzed_paired_seeds,hds_mean,pbqs_mean,mean_paired_difference,median_paired_difference,paired_ci95_low,paired_ci95_high,cohen_dz,hds_improvement_pct,primary_test,p_value,wilcoxon_p_value,conditional_on_both_globally_successful,holm_adjusted_p_value_global,holm_adjusted_p_value_within_metric
cybershake,100,1.6,Sharable,reference,20,small,cpu_utilization,HDS-PBQS,positive_favors_HDS,50,1,0.1635222367980637,0.2189055730439866,-0.0553833362459229,-0.0553833362459229,-0.0553833362459229,-0.0553833362459229,0.0,-25.30010336228134,paired_t,,,1,,
cybershake,100,1.6,Sharable,reference,20,small,ram_utilization,HDS-PBQS,positive_favors_HDS,50,1,0.2858983154408356,0.3675101964980889,-0.08161188105725331,-0.08161188105725331,-0.08161188105725331,-0.08161188105725331,0.0,-22.206698435829033,paired_t,,,1,,
cybershake,100,1.6,Sharable,reference,20,small,scheduler_runtime_s,HDS-PBQS,negative_favors_HDS,50,50,0.03777982487874393,0.01335499957982388,0.024424825298920046,0.022402056005375953,0.0214066613331078,0.027442989264732293,2.2998944472910843,-182.8890008788915,paired_t,2.2018071658979708e-21,1.7763568394002505e-15,0,3.2983071345151603e-18,3.566927608754713e-19
cybershake,100,1.7,NonSharable,reference,20,small,global_deadline_success,HDS-PBQS,positive_favors_HDS,50,50,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,1.7,NonSharable,reference,20,small,sfc_subdeadline_success,HDS-PBQS,positive_favors_HDS,50,50,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,1.7,NonSharable,reference,20,small,accepted_sfc_ratio,HDS-PBQS,positive_favors_HDS,50,50,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_t,,,0,,
cybershake,100,1.7,NonSharable,reference,20,small,sfc_deadline_miss_rate,HDS-PBQS,negative_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,paired_t,,,0,,
cybershake,100,1.7,NonSharable,reference,20,small,provisioning_cost,HDS-PBQS,negative_favors_HDS,50,50,0.10719999999999999,0.12180000000000002,-0.014600000000000004,-0.015,-0.018481877594151003,-0.010718122405849002,-1.0688832889758177,11.986863711001666,paired_t,9.105471027669574e-10,5.678573175381582e-08,1,8.977994433282201e-07,9.83390870988314e-08
cybershake,100,1.7,NonSharable,reference,20,small,makespan_s,HDS-PBQS,negative_favors_HDS,50,50,199.39716697390355,206.87404715377986,-7.476880179876293,-6.529870507246599,-9.207848619190672,-5.745911740561913,-1.2275820793594852,3.6142185463787846,paired_t,1.7749844974156475e-11,1.0192735544478637e-11,1,1.8939084587424958e-08,8.164928688111978e-10
cybershake,100,1.7,NonSharable,reference,20,small,network_data_mb,HDS-PBQS,negative_favors_HDS,50,50,499.73554132713826,514.9356521108474,-15.200110783709029,-14.283109780215312,-22.042009101023815,-8.358212466394244,-0.6313779433091934,2.951846647518026,paired_t,4.716661852205404e-05,0.00010381446904439429,1,0.03680497707579781,0.00455949269010522
cybershake,100,1.7,NonSharable,reference,20,small,cpu_utilization,HDS-PBQS,positive_favors_HDS,50,50,0.14565191809284217,0.13575208551151913,0.00989983258132306,0.009191430354999856,0.006716841295767174,0.013082823866878946,0.8839173711576249,7.292582315785491,paired_t,9.617892746166982e-08,7.235236054725647e-08,1,8.569542436834697e-05,6.0592724300851386e-06
cybershake,100,1.7,NonSharable,reference,20,small,ram_utilization,HDS-PBQS,positive_favors_HDS,50,50,0.27021126282205843,0.24716023242645557,0.023051030395602794,0.023742559280963707,0.016819775830894602,0.029282284960310986,1.0513180429940576,9.326350832940678,paired_t,1.4150717631077607e-09,7.237197507947712e-10,1,1.3627141078727736e-06,9.056459283889669e-08
cybershake,100,1.7,NonSharable,reference,20,small,scheduler_runtime_s,HDS-PBQS,negative_favors_HDS,50,50,0.025344822959159456,0.01610232272112621,0.009242500238033245,0.00873052349561475,0.007878503361438033,0.010606497114628457,1.925729852933597,-57.39855297960901,paired_t,2.8065714758451875e-18,5.329070518200751e-15,0,3.9628789238934045e-15,3.171425767705062e-16
cybershake,100,1.7,Sharable,reference,20,small,global_deadline_success,HDS-PBQS,positive_favors_HDS,50,50,1.0,0.18,0.82,1.0,0.7097066293616534,0.9302933706383465,2.1129231988987303,455.5555555555556,exact_mcnemar,9.094947017729282e-13,1.5222921962563045e-10,0,1.025910023599863e-09,2.1373125491663814e-10
cybershake,100,1.7,Sharable,reference,20,small,sfc_subdeadline_success,HDS-PBQS,positive_favors_HDS,50,50,1.0,0.18,0.82,1.0,0.7097066293616534,0.9302933706383465,2.1129231988987303,455.5555555555556,exact_mcnemar,9.094947017729282e-13,1.5222921962563045e-10,0,1.025910023599863e-09,2.1373125491663814e-10
cybershake,100,1.7,Sharable,reference,20,small,accepted_sfc_ratio,HDS-PBQS,positive_favors_HDS,50,50,1.0,0.8668,0.1332,0.13,0.10127088601789608,0.16512911398210395,1.1855957285018528,15.366866635902166,paired_t,4.9827438770990646e-11,2.3437875991221107e-08,0,5.057485035255551e-08,3.238783520114392e-09
cybershake,100,1.7,Sharable,reference,20,small,sfc_deadline_miss_rate,HDS-PBQS,negative_favors_HDS,50,50,0.0,0.1332,-0.1332,-0.13,-0.16512911398210395,-0.10127088601789608,-1.1855957285018528,100.0,paired_t,4.9827438770990646e-11,2.3437875991221107e-08,0,5.057485035255551e-08,3.238783520114392e-09
cybershake,100,1.7,Sharable,reference,20,small,provisioning_cost,HDS-PBQS,negative_favors_HDS,50,9,0.09833333333333333,0.08555555555555555,0.012777777777777777,0.015,0.003948312938284479,0.021607242617271073,1.1123969168353511,-14.935064935064934,paired_t,0.01027396599795818,0.03125,1,1.0,0.3698627759264945
cybershake,100,1.7,Sharable,reference,20,small,makespan_s,HDS-PBQS,negative_favors_HDS,9,9,199.72479204790898,249.59415435689976,-49.869362308990766,-55.10805870040994,-60.00634270105956,-39.73238191692197,-3.7814993964903354,19.98018040025151,paired_t,3.2855072634790136e-06,0.00390625,1,0.0027072579851067074,6.242463800610126e-05
cybershake,100,1.7,Sharable,reference,20,small,network_data_mb,HDS-PBQS,negative_favors_HDS,50,9,486.1417327267258,357.9054548016238,128.23627792510194,129.384844494331,112.44951260262538,144.02304324757853,6.243909188866591,-35.82965171519375,paired_t,6.813059380639451e-08,0.00390625,1,6.09087508629167e-05,7.017451162058635e-06
cybershake,100,1.7,Sharable,reference,20,small,cpu_utilization,HDS-PBQS,positive_favors_HDS,50,9,0.14975727867207053,0.18550266376490246,-0.03574538509283193,-0.034435777665556,-0.05027034889886668,-0.021220421286797173,-1.8916629085227876,-19.269472668130515,paired_t,0.00046769332305250953,0.00390625,1,0.32972379275201924,0.008886173137997682
cybershake,100,1.7,Sharable,reference,20,small,ram_utilization,HDS-PBQS,positive_favors_HDS,50,9,0.28462364493844255,0.3406004520454187,-0.05597680710697617,-0.05352092447805562,-0.0765011284701145,-0.035452485743837824,-2.096419273835211,-16.43474245874216,paired_t,0.00023549885303679599,0.00390625,1,0.16908817648041952,0.005067997196015332
cybershake,100,1.7,Sharable,reference,20,small,scheduler_runtime_s,HDS-PBQS,negative_favors_HDS,50,50,0.03667930468029221,0.014924513798905484,0.021754790881386724,0.0189950309977576,0.018049802491705194,0.025459779271068253,1.6687348272604783,-145.76549142245526,paired_t,6.2642144516010905e-16,1.7763568394002505e-15,0,7.792682777791757e-13,4.635518694184807e-14
cybershake,100,1.8,NonSharable,reference,20,small,global_deadline_success,HDS-PBQS,positive_favors_HDS,50,50,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,1.8,NonSharable,reference,20,small,sfc_subdeadline_success,HDS-PBQS,positive_favors_HDS,50,50,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,1.8,NonSharable,reference,20,small,accepted_sfc_ratio,HDS-PBQS,positive_favors_HDS,50,50,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_t,,,0,,
cybershake,100,1.8,NonSharable,reference,20,small,sfc_deadline_miss_rate,HDS-PBQS,negative_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,paired_t,,,0,,
cybershake,100,1.8,NonSharable,reference,20,small,provisioning_cost,HDS-PBQS,negative_favors_HDS,50,50,0.10719999999999999,0.12180000000000002,-0.014600000000000004,-0.015,-0.018481877594151003,-0.010718122405849002,-1.0688832889758177,11.986863711001666,paired_t,9.105471027669574e-10,5.678573175381582e-08,1,8.977994433282201e-07,9.83390870988314e-08
cybershake,100,1.8,NonSharable,reference,20,small,makespan_s,HDS-PBQS,negative_favors_HDS,50,50,199.39716697390355,206.87404715377986,-7.476880179876293,-6.529870507246599,-9.207848619190672,-5.745911740561913,-1.2275820793594852,3.6142185463787846,paired_t,1.7749844974156475e-11,1.0192735544478637e-11,1,1.8939084587424958e-08,8.164928688111978e-10
cybershake,100,1.8,NonSharable,reference,20,small,network_data_mb,HDS-PBQS,negative_favors_HDS,50,50,499.73554132713826,514.9450999395596,-15.209558612421274,-14.283109780215312,-22.05412303742933,-8.364994187413217,-0.6315242961750681,2.953627214669384,paired_t,4.700507927943526e-05,0.00010381446904439429,1,0.03680497707579781,0.00455949269010522
cybershake,100,1.8,NonSharable,reference,20,small,cpu_utilization,HDS-PBQS,positive_favors_HDS,50,50,0.14565191809284217,0.13575208551151913,0.009899832581323062,0.009191430354999912,0.006716841295767176,0.013082823866878947,0.8839173711576251,7.292582315785491,paired_t,9.617892746166887e-08,7.235236054725647e-08,1,8.569542436834697e-05,6.0592724300851386e-06
cybershake,100,1.8,NonSharable,reference,20,small,ram_utilization,HDS-PBQS,positive_favors_HDS,50,50,0.27021126282205843,0.24716023242645557,0.023051030395602794,0.023742559280963707,0.016819775830894602,0.029282284960310986,1.0513180429940576,9.326350832940678,paired_t,1.4150717631077607e-09,7.237197507947712e-10,1,1.3627141078727736e-06,9.056459283889669e-08
cybershake,100,1.8,NonSharable,reference,20,small,scheduler_runtime_s,HDS-PBQS,negative_favors_HDS,50,50,0.024754315579702913,0.01574188126163786,0.009012434318065053,0.00930443348443075,0.007798803888899304,0.010226064747230802,2.1104493031841125,-57.25131684246586,paired_t,7.422864594341557e-20,5.329070518200751e-15,0,1.0889342359899064e-16,1.0317781786134764e-17
cybershake,100,1.8,Sharable,reference,20,small,global_deadline_success,HDS-PBQS,positive_favors_HDS,50,50,1.0,0.38,0.62,1.0,0.48065420310552015,0.7593457968944799,1.264494906443301,163.1578947368421,exact_mcnemar,9.313225746154785e-10,2.5802843041604163e-08,0,9.024515748023987e-07,2.123415470123291e-07
cybershake,100,1.8,Sharable,reference,20,small,sfc_subdeadline_success,HDS-PBQS,positive_favors_HDS,50,50,1.0,0.38,0.62,1.0,0.48065420310552015,0.7593457968944799,1.264494906443301,163.1578947368421,exact_mcnemar,9.313225746154785e-10,2.5802843041604163e-08,0,9.024515748023987e-07,2.123415470123291e-07
cybershake,100,1.8,Sharable,reference,20,small,accepted_sfc_ratio,HDS-PBQS,positive_favors_HDS,50,50,1.0,0.9376000000000001,0.062400000000000004,0.020000000000000018,0.03942223238423288,0.08537776761576713,0.7717844518004754,6.655290102389067,paired_t,1.5851246630172548e-06,1.1205974124151415e-06,0,0.001318823719630356,8.718185646594902e-05
cybershake,100,1.8,Sharable,reference,20,small,sfc_deadline_miss_rate,HDS-PBQS,negative_favors_HDS,50,50,0.0,0.062400000000000004,-0.062400000000000004,-0.02,-0.08537776761576713,-0.03942223238423288,-0.7717844518004752,100.0,paired_t,1.5851246630172548e-06,1.1205974124151415e-06,0,0.001318823719630356,8.718185646594902e-05
cybershake,100,1.8,Sharable,reference,20,small,provisioning_cost,HDS-PBQS,negative_favors_HDS,50,19,0.10131578947368422,0.0881578947368421,0.013157894736842105,0.015,0.006099269203986932,0.020216520269697277,0.8984613547288682,-14.925373134328375,paired_t,0.0010119781651734066,0.004402367998717295,1,0.6830852614920495,0.042503082937283075
cybershake,100,1.8,Sharable,reference,20,small,makespan_s,HDS-PBQS,negative_favors_HDS,19,19,200.35339907268164,259.06358649882065,-58.710187426139086,-59.09031245523113,-61.403555327915356,-56.016819524362816,-10.506327234537606,22.66246222388583,paired_t,4.3560713269578154e-20,3.814697265625e-06,1,6.429561278589736e-17,4.094707047340346e-18
cybershake,100,1.8,Sharable,reference,20,small,network_data_mb,HDS-PBQS,negative_favors_HDS,50,19,496.57790145083334,374.808503487113,121.76939796372041,123.48597892301541,110.95733339596016,132.58146253148067,5.42828529665524,-32.48842991309217,paired_t,5.194027638837583e-15,3.814697265625e-06,1,6.2743853877158e-12,5.609549849944589e-13
cybershake,100,1.8,Sharable,reference,20,small,cpu_utilization,HDS-PBQS,positive_favors_HDS,50,19,0.15069137529358984,0.19873267742557274,-0.0480413021319829,-0.05101187542494362,-0.054398634883722236,-0.04168396938024356,-3.6422769319508834,-24.173831276426508,paired_t,4.966631960025902e-12,3.814697265625e-06,1,5.42852873230831e-09,4.4203024444230524e-10
cybershake,100,1.8,Sharable,reference,20,small,ram_utilization,HDS-PBQS,positive_favors_HDS,50,19,0.28593220579508183,0.364452785523698,-0.0785205797286161,-0.08530356477187973,-0.09003959698834875,-0.06700156246888346,-3.2854979842611325,-21.544787925214106,paired_t,2.790558686419139e-11,3.814697265625e-06,1,2.9189243859944193e-08,2.3161637097278855e-09
cybershake,100,1.8,Sharable,reference,20,small,scheduler_runtime_s,HDS-PBQS,negative_favors_HDS,50,50,0.03508377333724634,0.016168284000159416,0.018915489337086918,0.01633854999454345,0.016311558193623767,0.02151942048055007,2.064464186489032,-116.9913228695168,paired_t,1.7987361904823352e-19,1.7763568394002505e-15,0,2.6261548381042097e-16,2.392319133341506e-17
cybershake,100,1.9,NonSharable,reference,20,small,global_deadline_success,HDS-PBQS,positive_favors_HDS,50,50,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,1.9,NonSharable,reference,20,small,sfc_subdeadline_success,HDS-PBQS,positive_favors_HDS,50,50,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,1.9,NonSharable,reference,20,small,accepted_sfc_ratio,HDS-PBQS,positive_favors_HDS,50,50,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_t,,,0,,
cybershake,100,1.9,NonSharable,reference,20,small,sfc_deadline_miss_rate,HDS-PBQS,negative_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,paired_t,,,0,,
cybershake,100,1.9,NonSharable,reference,20,small,provisioning_cost,HDS-PBQS,negative_favors_HDS,50,50,0.10719999999999999,0.12180000000000002,-0.014600000000000004,-0.015,-0.018481877594151003,-0.010718122405849002,-1.0688832889758177,11.986863711001666,paired_t,9.105471027669574e-10,5.678573175381582e-08,1,8.977994433282201e-07,9.83390870988314e-08
cybershake,100,1.9,NonSharable,reference,20,small,makespan_s,HDS-PBQS,negative_favors_HDS,50,50,199.39716697390355,206.87404715377986,-7.476880179876293,-6.529870507246599,-9.207848619190672,-5.745911740561913,-1.2275820793594852,3.6142185463787846,paired_t,1.7749844974156475e-11,1.0192735544478637e-11,1,1.8939084587424958e-08,8.164928688111978e-10
cybershake,100,1.9,NonSharable,reference,20,small,network_data_mb,HDS-PBQS,negative_favors_HDS,50,50,499.73554132713826,514.9450999395596,-15.209558612421274,-14.283109780215312,-22.05412303742933,-8.364994187413217,-0.6315242961750681,2.953627214669384,paired_t,4.700507927943526e-05,0.00010381446904439429,1,0.03680497707579781,0.00455949269010522
cybershake,100,1.9,NonSharable,reference,20,small,cpu_utilization,HDS-PBQS,positive_favors_HDS,50,50,0.14565191809284217,0.13575208551151913,0.00989983258132306,0.009191430354999912,0.006716841295767174,0.013082823866878946,0.883917371157625,7.292582315785491,paired_t,9.617892746166937e-08,7.235236054725647e-08,1,8.569542436834697e-05,6.0592724300851386e-06
cybershake,100,1.9,NonSharable,reference,20,small,ram_utilization,HDS-PBQS,positive_favors_HDS,50,50,0.27021126282205843,0.24716023242645557,0.023051030395602794,0.023742559280963707,0.016819775830894602,0.029282284960310986,1.0513180429940576,9.326350832940678,paired_t,1.4150717631077607e-09,7.237197507947712e-10,1,1.3627141078727736e-06,9.056459283889669e-08
cybershake,100,1.9,NonSharable,reference,20,small,scheduler_runtime_s,HDS-PBQS,negative_favors_HDS,50,50,0.026309174218622458,0.016580822659889187,0.009728351558733264,0.009170391496809299,0.008007527943466923,0.011449175173999605,1.606653289518611,-58.672309319532204,paired_t,2.4652358359959576e-15,1.7687185049908294e-11,0,2.9829353615551085e-12,1.676360368477251e-13
cybershake,100,1.9,Sharable,reference,20,small,global_deadline_success,HDS-PBQS,positive_favors_HDS,50,50,1.0,0.72,0.28,0.0,0.15110042233801238,0.4088995776619877,0.6173419725817378,38.88888888888889,exact_mcnemar,0.0001220703125,0.0001828106329818348,0,0.08935546875,0.0257568359375
cybershake,100,1.9,Sharable,reference,20,small,sfc_subdeadline_success,HDS-PBQS,positive_favors_HDS,50,50,1.0,0.72,0.28,0.0,0.15110042233801238,0.4088995776619877,0.6173419725817378,38.88888888888889,exact_mcnemar,0.0001220703125,0.0001828106329818348,0,0.08935546875,0.0257568359375
cybershake,100,1.9,Sharable,reference,20,small,accepted_sfc_ratio,HDS-PBQS,positive_favors_HDS,50,50,1.0,0.975,0.025000000000000005,0.0,0.010991684058156152,0.039008315941843855,0.5071931142108477,2.5641025641025665,paired_t,0.0007718574660585401,0.0009590273513470204,0,0.5279505067840414,0.028558726244165982
cybershake,100,1.9,Sharable,reference,20,small,sfc_deadline_miss_rate,HDS-PBQS,negative_favors_HDS,50,50,0.0,0.025,-0.025,0.0,-0.039008315941843855,-0.010991684058156148,-0.5071931142108477,100.0,paired_t,0.0007718574660585401,0.0009590273513470204,0,0.5279505067840414,0.028558726244165982
cybershake,100,1.9,Sharable,reference,20,small,provisioning_cost,HDS-PBQS,negative_favors_HDS,50,36,0.10305555555555555,0.08847222222222222,0.014583333333333334,0.017499999999999995,0.010412348185239114,0.018754318481427553,1.183003517919692,-16.48351648351649,paired_t,2.856387104625769e-08,6.259673753600712e-06,1,2.596455878104824e-05,2.5421845231169344e-06
cybershake,100,1.9,Sharable,reference,20,small,makespan_s,HDS-PBQS,negative_favors_HDS,36,36,204.62291396319884,267.2397950716728,-62.616881108473976,-61.57339343783359,-65.4830824849214,-59.75067973202656,-7.391840865590946,23.430971832499846,paired_t,2.3764972806764188e-32,2.9103830456733704e-11,1,4.12084628469291e-29,3.255801274526694e-30
cybershake,100,1.9,Sharable,reference,20,small,network_data_mb,HDS-PBQS,negative_favors_HDS,50,36,502.1670037644352,384.3378380414978,117.82916572293753,119.64364775298677,109.05775323907122,126.60057820680385,4.545180607137909,-30.657706335491007,paired_t,3.6168892869228383e-25,2.9103830456733704e-11,1,5.89914642697115e-22,5.533840608991942e-23
cybershake,100,1.9,Sharable,reference,20,small,cpu_utilization,HDS-PBQS,positive_favors_HDS,50,36,0.14780733832843737,0.19420086253812874,-0.046393524209691395,-0.046714429394756146,-0.05136311744545301,-0.04142393097392978,-3.158671037024846,-23.88945322041637,paired_t,5.52596210140555e-20,2.9103830456733704e-11,1,8.123164289066157e-17,8.454722015150491e-18
cybershake,100,1.9,Sharable,reference,20,small,ram_utilization,HDS-PBQS,positive_favors_HDS,50,36,0.2807284463814089,0.3569037346457061,-0.07617528826429722,-0.0802894613424571,-0.08473332410280404,-0.06761725242579039,-3.0116734641821497,-21.343371018494793,paired_t,2.5200348384831844e-19,2.9103830456733704e-11,1,3.674210794508483e-16,3.855653302879272e-17
cybershake,100,1.9,Sharable,reference,20,small,scheduler_runtime_s,HDS-PBQS,negative_favors_HDS,50,50,0.036242014642266396,0.016723704939577092,0.019518309702689304,0.017105261498727552,0.01676957706182139,0.022267042343557218,2.0180362977552475,-116.71044049873605,paired_t,4.45265249917183e-19,1.7763568394002505e-15,0,6.460798776298325e-16,5.743921723931661e-17
cybershake,100,2.0,NonSharable,reference,20,small,global_deadline_success,HDS-PBQS,positive_favors_HDS,50,50,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,2.0,NonSharable,reference,20,small,sfc_subdeadline_success,HDS-PBQS,positive_favors_HDS,50,50,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,2.0,NonSharable,reference,20,small,accepted_sfc_ratio,HDS-PBQS,positive_favors_HDS,50,50,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_t,,,0,,
cybershake,100,2.0,NonSharable,reference,20,small,sfc_deadline_miss_rate,HDS-PBQS,negative_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,paired_t,,,0,,
cybershake,100,2.0,NonSharable,reference,20,small,provisioning_cost,HDS-PBQS,negative_favors_HDS,50,50,0.10719999999999999,0.12180000000000002,-0.014600000000000004,-0.015,-0.018481877594151003,-0.010718122405849002,-1.0688832889758177,11.986863711001666,paired_t,9.105471027669574e-10,5.678573175381582e-08,1,8.977994433282201e-07,9.83390870988314e-08
cybershake,100,2.0,NonSharable,reference,20,small,makespan_s,HDS-PBQS,negative_favors_HDS,50,50,199.39716697390355,206.87404715377986,-7.476880179876293,-6.529870507246599,-9.207848619190672,-5.745911740561913,-1.2275820793594852,3.6142185463787846,paired_t,1.7749844974156475e-11,1.0192735544478637e-11,1,1.8939084587424958e-08,8.164928688111978e-10
cybershake,100,2.0,NonSharable,reference,20,small,network_data_mb,HDS-PBQS,negative_favors_HDS,50,50,499.73554132713826,514.9450999395596,-15.209558612421274,-14.283109780215312,-22.05412303742933,-8.364994187413217,-0.6315242961750681,2.953627214669384,paired_t,4.700507927943526e-05,0.00010381446904439429,1,0.03680497707579781,0.00455949269010522
cybershake,100,2.0,NonSharable,reference,20,small,cpu_utilization,HDS-PBQS,positive_favors_HDS,50,50,0.14565191809284217,0.13575208551151913,0.00989983258132306,0.009191430354999912,0.006716841295767174,0.013082823866878946,0.883917371157625,7.292582315785491,paired_t,9.617892746166937e-08,7.235236054725647e-08,1,8.569542436834697e-05,6.0592724300851386e-06
cybershake,100,2.0,NonSharable,reference,20,small,ram_utilization,HDS-PBQS,positive_favors_HDS,50,50,0.27021126282205843,0.24716023242645557,0.023051030395602794,0.023742559280963707,0.016819775830894602,0.029282284960310986,1.0513180429940576,9.326350832940678,paired_t,1.4150717631077607e-09,7.237197507947712e-10,1,1.3627141078727736e-06,9.056459283889669e-08
cybershake,100,2.0,NonSharable,reference,20,small,scheduler_runtime_s,HDS-PBQS,negative_favors_HDS,50,50,0.02681880522242859,0.016212228620497565,0.010606576601931018,0.00984487651112435,0.0090125537459609,0.012200599457901137,1.8910366978451196,-65.42331008409812,paired_t,5.683375932918677e-18,3.552713678800501e-15,0,7.973776433884903e-15,5.967544729564611e-16
cybershake,100,2.0,Sharable,reference,20,small,global_deadline_success,HDS-PBQS,positive_favors_HDS,50,50,1.0,0.86,0.14,0.0,0.040386207711017225,0.2396137922889828,0.3994181815102191,16.279069767441865,exact_mcnemar,0.015625,0.015625,0,1.0,1.0
cybershake,100,2.0,Sharable,reference,20,small,sfc_subdeadline_success,HDS-PBQS,positive_favors_HDS,50,50,1.0,0.86,0.14,0.0,0.040386207711017225,0.2396137922889828,0.3994181815102191,16.279069767441865,exact_mcnemar,0.015625,0.015625,0,1.0,1.0
cybershake,100,2.0,Sharable,reference,20,small,accepted_sfc_ratio,HDS-PBQS,positive_favors_HDS,50,50,1.0,0.9962000000000001,0.0038000000000000035,0.0,0.0004574954232868405,0.007142504576713166,0.3230954591379308,0.3814495081308888,paired_t,0.0267031329641057,0.015625,0,1.0,0.6141720581744311
cybershake,100,2.0,Sharable,reference,20,small,sfc_deadline_miss_rate,HDS-PBQS,negative_favors_HDS,50,50,0.0,0.0038,-0.0038,0.0,-0.00714250457671316,-0.0004574954232868401,-0.3230954591379308,100.0,paired_t,0.0267031329641057,0.015625,0,1.0,0.6141720581744311
cybershake,100,2.0,Sharable,reference,20,small,provisioning_cost,HDS-PBQS,negative_favors_HDS,50,43,0.1038372093023256,0.08837209302325583,0.015465116279069768,0.01999999999999999,0.010900205930499186,0.02003002662764035,1.0426185656545912,-17.5,paired_t,2.4880108719545648e-08,1.6548715143071986e-06,1,2.264089893478654e-05,2.2392097847591084e-06
cybershake,100,2.0,Sharable,reference,20,small,makespan_s,HDS-PBQS,negative_favors_HDS,43,43,204.66954491138696,271.34591393747104,-66.67636902608409,-65.29630874843332,-70.08781712751005,-63.26492092465813,-6.015028506476078,24.572461054802904,paired_t,8.085676895372294e-35,2.2737367544323206e-13,1,1.4182277274483005e-31,1.2451942418873333e-32
cybershake,100,2.0,Sharable,reference,20,small,network_data_mb,HDS-PBQS,negative_favors_HDS,50,43,505.7379962951234,390.78604440315286,114.95195189197067,118.0260566662646,105.450120183115,124.45378360082633,3.723175712407126,-29.415572418287496,paired_t,1.9402502599128595e-26,2.2737367544323206e-13,1,3.1994726785963054e-23,2.9879854002658036e-24
cybershake,100,2.0,Sharable,reference,20,small,cpu_utilization,HDS-PBQS,positive_favors_HDS,50,43,0.14843795787646125,0.19706948291396478,-0.0486315250375035,-0.04746069119069021,-0.05331378775674441,-0.04394926231826259,-3.1964405229588135,-24.677349490349425,paired_t,7.300337390105572e-24,2.2737367544323206e-13,1,1.1549133751147015e-20,1.1315522954663636e-21
cybershake,100,2.0,Sharable,reference,20,small,ram_utilization,HDS-PBQS,positive_favors_HDS,50,43,0.2791993736142946,0.3590732153705026,-0.07987384175620796,-0.08327808005200571,-0.0877277028855558,-0.07201998062686012,-3.129866925077668,-22.24444440217902,paired_t,1.6363562358618719e-23,2.2737367544323206e-13,1,2.5756247152465862e-20,2.7163513515307073e-21
cybershake,100,2.0,Sharable,reference,20,small,scheduler_runtime_s,HDS-PBQS,negative_favors_HDS,50,50,0.03780745835712874,0.017140944521088334,0.020666513836040398,0.020697364989246153,0.01782679952197108,0.023506228150109717,2.0682919465392047,-120.56811578040286,paired_t,1.6701789205499558e-19,1.7763568394002505e-15,0,2.441801581844035e-16,2.2547415427424404e-17
cybershake,100,2.25,NonSharable,reference,20,small,global_deadline_success,HDS-PBQS,positive_favors_HDS,50,50,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,2.25,NonSharable,reference,20,small,sfc_subdeadline_success,HDS-PBQS,positive_favors_HDS,50,50,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,2.25,NonSharable,reference,20,small,accepted_sfc_ratio,HDS-PBQS,positive_favors_HDS,50,50,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_t,,,0,,
cybershake,100,2.25,NonSharable,reference,20,small,sfc_deadline_miss_rate,HDS-PBQS,negative_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,paired_t,,,0,,
cybershake,100,2.25,NonSharable,reference,20,small,provisioning_cost,HDS-PBQS,negative_favors_HDS,50,50,0.10719999999999999,0.12180000000000002,-0.014600000000000004,-0.015,-0.018481877594151003,-0.010718122405849002,-1.0688832889758177,11.986863711001666,paired_t,9.105471027669574e-10,5.678573175381582e-08,1,8.977994433282201e-07,9.83390870988314e-08
